"6.1324433:0.0733783,6.1324281:0.0734225,6.13306:0.07324,6.1327733:0.071855,6.1326333:0.0716717,6.1324433:0.0733783"
"6.1324433:0.0733783,6.1324281:0.0734225,6.13306:0.07324,6.1327733:0.071855,6.1326333:0.0716717,6.1324433:0.0733783"
"6.1324433:0.0733783,6.1324281:0.0734225,6.13306:0.07324,6.1327733:0.071855,6.1326333:0.0716717,6.1324433:0.0733783"
"6.7582863:-0.4543351,6.7584861:-0.4468077,6.7621352:-0.4527412,6.7316011:-0.4828276,6.7583947:-0.4543486,6.7564648:-0.4478163,6.7583947:-0.4543486,6.7584306:-0.4543245,6.7572452:-0.4543161,6.7336051:-0.4854832,6.757259:-0.454295,6.756467:-0.4478011,6.757259:-0.454295,6.7582863:-0.4543351"
"5.6007014:-0.1784924,5.6004787:-0.1782885,5.6004412:-0.178306,5.6007014:-0.1784924"
"-0.9850841:34.9283883,-0.9850841:34.9283883,-0.9850841:34.9283883,-0.9850841:34.9283883"
"-1.4782556:36.9588062,-1.478568:36.9587764,-1.4784521:36.9582299,-1.4776393:36.9583502,-1.4782556:36.9588062"
"-1.2955239:36.8938797,-1.2955641:36.8934302,-1.2937986:36.8961501,-1.2963683:36.8938058,-1.2955239:36.8938797"
"-1.281219:36.8919776,-1.2812617:36.891975,-1.2813033:36.892015,-1.2811946:36.8919855,-1.281219:36.8919784,-1.2812184:36.8919783,-1.281219:36.8919776"
"-1.2812224:36.8919766,-1.281222:36.891977,-1.2812533:36.8920217,-1.2812255:36.8919785,-1.281221:36.8919715,-1.2812244:36.891977,-1.2812244:36.8919771,-1.2812224:36.8919766"
"-1.2895377:36.9902019,-1.2895377:36.9902019"
"-1.2895377:36.9902019,-1.2895377:36.9902019"
"-0.1636254:34.8707742,-0.1636254:34.8707742,-0.1636254:34.8707742,-0.1256747:34.8765049,-0.0562564:34.8197282,-0.1636254:34.8707742,-0.1636254:34.8707742,-0.1636254:34.8707742"
"-0.1721844:34.9156593,-0.1721844:34.9156593,-0.1636254:34.8707742,-0.1636254:34.8707742,-0.1636254:34.8707742,-0.1636254:34.8707742,-0.1721844:34.9156593,-0.1721844:34.9156593"
"-1.281196:36.891981,-1.2812046:36.8919969,-1.281213:36.8919893,-1.2811969:36.8919811,-1.2812001:36.8919789,-1.2812021:36.8919753,-1.2812055:36.8919795,-1.2812034:36.8919794,-1.281196:36.891981"
"7.1505151:0.4714758,7.1505151:0.4714758,7.1505151:0.4714758"
"8.12626:7.72734,8.12629:7.72623,8.12724:7.72618,8.12701:7.72446,8.12457:7.72728,8.12626:7.72734"
"8.07073:7.74422,8.07515:7.74735,8.07887:7.74405,8.07519:7.74035,8.07073:7.74422"
"8.108125301427384:7.751995468624591,8.108762596144349:7.754956627377032,8.107445519282855:7.755149746426104,8.106383357381961:7.751158619411944,8.108125301427384:7.751995468624591"
"8.102683:7.747267,8.1014:7.747533,8.100967:7.74745,8.101133:7.744783,8.101267:7.7445,8.102683:7.747267"
"8.103167:7.775483,8.102167:7.77885,8.103583:7.778783,8.103717:7.775583,8.102417:7.775417,8.103167:7.775483"
"8.10891:7.75971,8.10848:7.76072,8.10683:7.76053,8.10722:7.75935,8.10891:7.75971"
"8.088783:7.75675,8.08825:7.758467,8.0883:7.758833,8.089567:7.759083,8.089833:7.7557,8.0888:7.75575,8.088783:7.75675"
"8.104683:7.7311,8.104483:7.73265,8.105833:7.734017,8.106967:7.734167,8.10755:7.730967,8.104683:7.7311"
"8.092733:7.730767,8.089283:7.730883,8.090367:7.728883,8.092167:7.730017,8.092733:7.730767"
"8.099383:7.7428,8.0995:7.7429,8.09945:7.743083,8.099017:7.745467,8.098617:7.7453,8.097733:7.745067,8.099383:7.7428"
"8.099883:7.7423,8.100867:7.742333,8.100517:7.745467,8.09945:7.745267,8.099883:7.742283,8.099883:7.7423"
"8.11025:7.736083,8.109583:7.7361,8.109067:7.732617,8.1101:7.7327,8.110317:7.7341,8.109433:7.734267,8.11025:7.736083"
"8.112250169376237:7.779835712966912,8.111995253821854:7.780415070114128,8.111527908218992:7.7801361203765795,8.111782824069724:7.779492390213005,8.112250169376237:7.779835712966912"
"8.08325:7.72848,8.08245:7.72715,8.08114:7.72783,8.07994:7.7287,8.08043:7.72975,8.08325:7.72848"
"8.08512:7.73402,8.0837:7.73278,8.08265:7.73354,8.0833:7.7348,8.08512:7.73402"
"8.0883:7.770933,8.087567:7.770833,8.088067:7.769033,8.0887:7.769283,8.08835:7.770983,8.0865:7.770767,8.0883:7.770933"
"8.07889:7.7303,8.08041:7.7298,8.0812:7.73229,8.07935:7.73273,8.07685:7.73263,8.07673:7.73275,8.07464:7.73255,8.07476:7.73132,8.07889:7.7303"
"8.11703:7.7312,8.11675:7.73225,8.11779:7.7342,8.11858:7.73465,8.11985:7.73264,8.11703:7.7312"
"8.069:7.73356,8.06927:7.73464,8.07023:7.73396,8.0712:7.73348,8.07086:7.73271,8.069:7.73356"
"8.120433:7.73795,8.12125:7.736067,8.120367:7.735567,8.119267:7.73745,8.119583:7.73665,8.120433:7.73795"
"8.09475:7.75115,:8.094387.75199,8.08919:7.74987,8.0894:7.74899,8.09126:7.74871,8.09475:7.75115"
"8.11885:7.739733,8.119533:7.74,8.120183:7.737817,8.119467:7.737617,8.119067:7.738683,8.11985:7.738933,8.11885:7.739733"
"8.12965:7.69277,8.12946:7.69449,8.13313:7.695,8.13311:7.69474,8.13386:7.69451,8.13375:7.69248,8.12958:7.69198,8.12965:7.69277"
"8.09156,7.73148,8.09118:7.73535,8.08786:7.73445,8.08515:7.73479,8.08406:7.73019,8.08803:7.73064,8.08955:7.73225,8.09156:7.73148"
"8.11312:7.74907,8.11372:7.74899,8.11371:7.75448,8.11226:7.75476,8.11312:7.74907"
"8.1123:7.735383,8.1121:7.736183,8.111417:7.7362,8.11075:7.735983,8.11125:7.734467,8.1117:7.734967,8.111417:7.7362,8.1123:7.735383"
"11.420204717188701:7.945157487731547,11.420004905133466:7.9445727661663,11.420499176802993:7.9443206385189,11.420751570514776:7.945093114715189,11.420546500641047:7.945093114715189,11.420383496276683:7.945149441104502,11.420204717188701:7.945157487731547"
"11.36709840589373:7.978413562426772,11.36737188376595:7.979486446032729,11.366256933871766:7.979851226458754,11.36554168069979:7.977877120623793,11.36709840589373:7.978413562426772"
"11.36709840589373:7.978520850787367,11.367413957261459:7.9793147846557755,11.366972185248828:7.979507903704848,11.366698706993072:7.978671054492201,11.36709840589373:7.978520850787367"
"11.3271183:8.0139867,11.3274033:8.014265,11.3267717:8.0143833,11.3266217:8.0141317,11.3271183:8.0139867"
"11.36731403269948:7.979277233729567,11.367382402140413:7.979373793254103,11.367177293768423:7.979475717196669,11.367156257003977:7.979395250926222,11.36731403269948:7.979277233729567"
"11.326965:8.013715,11.3264917:8.014015,11.3266433:8.0143017,11.32714:8.0140133,11.326965:8.013715"
"11.420186420353353:7.945220235443133,11.420333650208192:7.945649388885516,11.419849894683852:7.945627931213397,11.419807828947079:7.945263150787372,11.420186420353353:7.945220235443133"
"11.429039377587392:7.942595282803362,11.42911824827069:7.942820588360613,11.428697604372818:7.942938605557268,11.428634507734293:7.942745486508196,11.429039377587392:7.942595282803362"
"11.4310983:7.945195,11.4310217:7.9450734,11.4309518:7.94505,11.4308967:7.9451617,11.4310983:7.945195"
"11.427004869742422:7.943731233729565,11.427138950853395:7.944439336909497,11.42722308014554:7.94448493446275,11.427769919935859:7.944442019118512,11.42755433899064:7.943691000594342,11.427004869742422:7.943731233729565"
"11.41896824940006:7.94362583068847,11.419220644474088:7.944248103179925,11.418873601189386:7.944398306884759,11.418505524514401:7.943647288360589,11.41896824940006:7.94362583068847"
"11.418513909909088:7.944181043585967,11.418590154400155:7.944486815413665,11.41835353349893:7.944543141802978,11.418243110344129:7.944215912303161,11.418513909909088:7.944181043585967"
"11.417960911622073:7.944075665606705,11.418160725117058:7.944622836245743,11.417829455298609:7.944794497622696,11.417624383312395:7.944177589549271,11.417960911622073:7.944075665606705"
"11.418397008344426:7.9453461994750985,11.417897474759128:7.945179902516175,11.418134096040758:7.945839725933839,11.418397008344426:7.9453461994750985"
"11.418009297092805:7.945554153442385,11.418146011581252:7.945897476196291,11.417804225236573:7.946058408737184,11.417651735811505:7.945693628311159,11.418009297092805:7.945554153442385"
"11.417887500095603:7.945175020237714,11.418013698141467:7.945550529499799,11.417682428151332:7.945665864487439,11.417579892123612:7.945083825131207,11.417887500095603:7.945175020237714"
"11.418053529376586:7.944407442189032,11.41815869435717:7.944643476582343,11.417864232313315:7.944809773541266,11.417732775945058:7.944541552639777,11.418053529376586:7.944407442189032"
"11.324763562861145:8.015164325656112,11.325273779705288:8.015030215205368,11.325263259779558:8.015861699999984,11.324979221638241:8.015893886508163,11.324763562861145:8.015164325656112"
"11.368788034043586:7.905071758860762,11.368856403130875:7.9053131576721025,11.368540853360349:7.905393623942549,11.368488261697953:7.90512540304106,11.368788034043586:7.905071758860762"
"11.369273178836284:7.904154526844782,11.369499322292791:7.904642688885493,11.369115404225465:7.904803621426386,11.36892081541847:7.9043208238037055,11.369273178836284:7.904154526844782"
"11.35435066802449:7.900259685383952,11.35395095125592:7.900415253506816,11.353819465354402:7.900122892724193,11.35389572718467:7.90007729517094,11.35399828616564:7.90006656633488,11.354148179994608:7.899988782273448,11.354227071451914:7.899964642392314,11.35435066802449:7.900259685383952"
"11.369962652349253:7.904496935443137,11.370341310142507:7.9052372251312475,11.36955243917201:7.905580547885154,11.36924740847788:7.904722241000388,11.369952134070015:7.904378918246482,11.369962652349253:7.904496935443137"
"11.421560878204465:7.945069028836058,11.4216371218765:7.945200457077788,11.421521441814335:7.94526751230316,11.42143205264308:7.945111944180296,11.421537216371048:7.945039524536894,11.421560878204465:7.945069028836058"
"11.41999328773108:7.944558934115595,11.420177325163019:7.945132926844782,11.419693569372056:7.945213393115229,11.419551597407231:7.944714502238459,11.41999328773108:7.944558934115595"
"11.3677233:7.9052267,11.3677:7.9052383,11.354884:7.9248339,11.3676133:7.9055933,11.3677233:7.9052267"
"11.3693733:7.9055867,11.3693041:7.905546,11.3693092:7.9054741,11.3693009:7.9053858,11.3693733:7.9055867"
"11.3544243:7.9002262,11.3688467:7.9051883,11.3687086:7.9052191,11.3686339:7.905284,11.3544243:7.9002262"
"11.3209317:7.97938,11.2801232:8.0031264,11.320105:7.9761033,11.3211067:7.9765133,11.3209317:7.97938"
"11.3681267:7.90547,11.3679551:7.90551,11.3678283:7.90555,11.3670676:7.9058197,11.3681267:7.90547"
"11.4294983:7.942545,11.42977:7.942415,11.4297067:7.9422,11.4294483:7.942215,11.4294983:7.942545"
"11.3529073:8.0260631,11.3165153:8.0145948,11.3209317:7.97938,11.3209317:7.97938,11.3529073:8.0260631"
"11.3259317:8.0157117,11.3257667:8.0150767,11.3252933:8.0151283,11.3252983:8.015135,11.3259317:8.0157117"
"11.3665814:7.9898578,11.3211067:7.9765133,11.3326417:7.9747783,11.3327633:7.975595,11.3665814:7.9898578"
"11.3665814:7.9898578,11.3327633:7.975595,11.3333417:7.9748867,11.3332433:7.97517,11.3665814:7.9898578"
"11.3665814:7.9898578,11.3332433:7.97517,11.3311733:7.9705483,11.3308867:7.96991,11.3665814:7.9898578"
"11.3357533:8.009405,11.3363517:8.0088967,11.3365467:8.0081283,11.3353967:8.0087333,11.3357533:8.009405"
"11.31869:7.97138,11.3194317:7.970935,11.3194467:7.9708083,11.3193917:7.9706767,11.31869:7.97138"
"11.3155417:7.9731117,11.31501:7.9729167,11.3145917:7.9729767,11.3148276:7.9735351,11.3155417:7.9731117"
"11.3114033:7.9756517,11.3110468:7.9753434,11.3110708:7.9753995,11.3110717:7.9754017,11.3114033:7.9756517"
"11.3302576:7.9341131,11.3665814:7.9898578,11.3597444:8.0079605,11.3597444:8.0079605,11.3302576:7.9341131"
"11.3665814:7.9898578,11.3184567:8.0026617,11.3194999:8.0027067,11.3190967:8.0017183,11.3665814:7.9898578"
"11.3190967:8.0017183,11.3178535:8.0027648,11.3178533:8.002765,11.3185164:8.0028017,11.3190967:8.0017183"
"11.3811009:7.8896788,11.3861417:7.9021083,11.3861867:7.90229,11.3861203:7.9023612,11.3811009:7.8896788"
"11.3628741:8.0239257,11.3265683:8.0178833,11.3258513:8.0150358,11.3258517:8.0150383,11.3628741:8.0239257"
"11.289609233845031:7.993374149073809,11.289393548446684:7.993395606745928,11.28929622693339:7.993661145438402,11.289632906622778:7.993631641139238,11.289609233845031:7.993374149073809"
"11.4125883:7.928115,11.4126061:7.9281892,11.4126643:7.9282233,11.412679:7.9281345,11.4125883:7.928115"
"11.4130517:7.928205,11.4130446:7.9284197,11.41305:7.9284267,11.4132567:7.9281667,11.4130517:7.928205"
"11.43191:7.9442517,11.4319533:7.9442733,11.4320035:7.9442596,11.4320536:7.9442335,11.43191:7.9442517"
"11.431645:7.9454933,11.4316813:7.9454388,11.4317517:7.945445,11.4317095:7.9455234,11.431645:7.9454933"
"11.4313667:7.9455033,11.4314782:7.945495,11.4314886:7.945554,11.4316183:7.9455283,11.4313667:7.9455033"
"11.42163:7.9452567,11.4210035:7.9454,11.420972:7.9455932,11.4212067:7.94568,11.42163:7.9452567"
"11.3875083:7.9043167,11.38753:7.904255,11.383158:7.8917201,11.383158:7.8917201,11.3875083:7.9043167"
"11.3639483:7.9054533,11.3640783:7.9053917,11.3640986:7.9053726,11.3641465:7.9053419,11.3639483:7.9054533"
"11.38581:7.9011383,11.3858749:7.901175,11.3859312:7.901249,11.3859517:7.9014067,11.38581:7.9011383"
"11.3856383:7.9009033,11.3857431:7.9009732,11.3857684:7.9010323,11.38581:7.9011383,11.3856383:7.9009033"
"11.3544243:7.9002262,11.3415848:7.9066915,11.3675233:7.90427,11.3675233:7.90427,11.3544243:7.9002262"
"11.3671717:7.904395,11.3672867:7.9043167,11.3673989:7.9043036,11.3675156:7.9042721,11.3671717:7.904395"
"11.3544243:7.9002262,11.3693133:7.9058317,11.3693477:7.9057224,11.3693492:7.9057177,11.3544243:7.9002262"
"11.4128983:7.9279183,11.4126433:7.9279417,11.4125183:7.9279283,11.41255:7.92808,11.4128983:7.9279183"
"11.4142283:7.9276033,11.4140967:7.9272867,11.4139767:7.9272917,11.4140046:7.9274804,11.4142283:7.9276033"
"11.4135333:7.9273533,11.413435:7.927435,11.4133069:7.9274378,11.4133:7.92744,11.4135333:7.9273533"
"11.4137567:7.9275433,11.4136051:7.9273468,11.4135342:7.9273532,11.4135333:7.9273533,11.4137567:7.9275433"
"11.3645283:7.90625,11.3644833:7.90612,11.3643833:7.9060796,11.3643298:7.9061137,11.3645283:7.90625"
"11.4308717:7.94511,11.4308283:7.9450267,11.4307757:7.9449246,11.4307867:7.9448483,11.4308717:7.94511"
"11.4310167:7.9446483,11.4310373:7.9446722,11.4310663:7.9447489,11.4310495:7.944795,11.4310167:7.9446483"
"11.3811009:7.8896788,11.3865133:7.9031333,11.3866522:7.9033243,11.38665:7.90349,11.3811009:7.8896788"
"11.4312233:7.94555,11.4312433:7.9453135,11.431115:7.94532,11.4310983:7.945195,11.4312233:7.94555"
"11.431815:7.94579,11.4319467:7.9457667,11.4320317:7.9459,11.4318683:7.9459817,11.431815:7.94579"
"11.413735:7.92793,11.413785:7.9277434,11.4139083:7.9276183,11.41399:7.9278117,11.413735:7.92793"
"11.40347069860952:8.00870349472046,11.403828277752941:8.009325767211916,11.403533800844004:8.009540343933107,11.403176221329907:8.008939529113771,11.40347069860952:8.00870349472046"

"11.4131683:7.927815,11.4130967:7.9276617,11.41294:7.9277233,11.4128983:7.9279183,11.4131683:7.927815"
"11.413939966498669:7.926846247082535,11.414171332758658:7.927425604229752,11.413161733148968:7.927833300000016,11.412951399444914:7.927060823803727,11.413939966498669:7.926846247082535"
"11.413100039784867:7.928461554141326,11.412718809748611:7.9286278511002495,11.412950177004115:7.929048957915588,11.413263048333736:7.928944351764007,11.413100039784867:7.928461554141326"
"11.431505534298656:7.944838097389173,11.431045458879105:7.944870283897352,11.43094292768382:7.944516232307386,11.431410890273378:7.944406261737775,11.431505534298656:7.944838097389173"
"11.364340003197619:7.9052493473954,11.364226929444905:7.904927482313613,11.363858782032324:7.905176927751998,11.36394293005426:7.905316402620772,11.364034966924807:7.905407597727279,11.364340003197619:7.9052493473954"
"11.420001864297166:7.944546556249903,11.419746840808944:7.94385991074209,11.419315666554764:7.9441066739714605,11.419544399320007:7.9447074887907965,11.419817826751377:7.9446323869383795,11.420001864297166:7.944546556249903"
"11.431029337282379:7.944866273598059,11.431515702731012:7.94484481592594,11.431400026699983:7.944418344692572,11.430932064092474:7.9445068575900635,11.431029337282379:7.944866273598059"
"11.421061062358081:7.946099008598337,11.4205273551394:7.945916618385325,11.420385383591913:7.9459461226844885,11.420461627579956:7.94627603439332,11.420721908626081:7.946259941139231,11.421008480410704:7.946198250331888,11.421061062358081:7.946099008598337"
"11.38089057771571:7.888424800693379,11.381200854871503:7.888330923377858,11.381332328140566:7.888585733234272,11.381177189676617:7.888666199504719,11.380972091238542:7.888714479266987,11.380924760808774:7.888642059623585,11.38089057771571:7.888424800693379"
"11.414139041348783:7.927434689467194,11.41393659585857:7.926804370348695,11.413568512779092:7.926895565455201,11.41369208358043:7.927563435499909,11.414139041348783:7.927434689467194"
